"purl","group_id","artifact_id","git_url"
"pkg:maven/junit/junit","junit","junit","https://github.com/junit-team/junit4"
"pkg:maven/org.slf4j/log4j-over-slf4j","org.slf4j","log4j-over-slf4j","https://github.com/qos-ch/slf4j"
"pkg:maven/org.scala-lang/scala-library","org.scala-lang","scala-library","https://github.com/scala/scala"
"pkg:maven/com.google.guava/guava","com.google.guava","guava","https://github.com/google/guava"
"pkg:maven/org.clojure/clojure","org.clojure","clojure","https://github.com/clojure/clojure"
"pkg:maven/commons-io/commons-io","commons-io","commons-io","https://github.com/apache/commons-io"
"pkg:maven/org.apache.logging.log4j/log4j","org.apache.logging.log4j","log4j","https://github.com/apache/logging-log4j2"
"pkg:maven/ch.qos.logback/logback-classic","ch.qos.logback","logback-classic","https://github.com/qos-ch/logback"
"pkg:maven/org.mockito/mockito-core","org.mockito","mockito-core","https://github.com/mockito/mockito"
"pkg:maven/org.slf4j/slf4j-log4j12","org.slf4j","slf4j-log4j12","https://github.com/qos-ch/slf4j"
"pkg:maven/org.mockito/mockito-all","org.mockito","mockito-all","https://github.com/mockito/mockito"
"pkg:maven/javax.servlet/servlet-api","javax.servlet","servlet-api",
"pkg:maven/org.apache.commons/commons-lang3","org.apache.commons","commons-lang3","https://github.com/apache/commons-lang"
"pkg:maven/com.fasterxml.jackson.core/jackson-databind","com.fasterxml.jackson.core","jackson-databind","https://github.com/FasterXML/jackson-databind"
"pkg:maven/javax.servlet/javax.servlet-api","javax.servlet","javax.servlet-api",
"pkg:maven/commons-logging/commons-logging","commons-logging","commons-logging","https://github.com/apache/commons-logging"
"pkg:maven/org.apache.httpcomponents/httpclient","org.apache.httpcomponents","httpclient","https://github.com/apache/httpcomponents-client"
"pkg:maven/org.slf4j/slf4j-simple","org.slf4j","slf4j-simple","https://github.com/qos-ch/slf4j"
"pkg:maven/org.testng/testng","org.testng","testng","https://github.com/cbeust/testng"
"pkg:maven/org.springframework/spring-context","org.springframework","spring-context","https://github.com/spring-projects/spring-framework"
"pkg:maven/commons-codec/commons-codec","commons-codec","commons-codec","https://github.com/apache/commons-codec"
"pkg:maven/joda-time/joda-time","joda-time","joda-time","https://github.com/JodaOrg/joda-time"
"pkg:maven/org.springframework/spring-test","org.springframework","spring-test","https://github.com/spring-projects/spring-framework"
"pkg:maven/com.google.code.gson/gson","com.google.code.gson","gson","https://github.com/google/gson"
"pkg:maven/org.osgi/org.osgi.core","org.osgi","org.osgi.core","https://github.com/aosgi/org.osgi"
"pkg:maven/org.slf4j/jcl-over-slf4j","org.slf4j","jcl-over-slf4j","https://github.com/qos-ch/slf4j"
"pkg:maven/org.apache.maven/maven-plugin-api","org.apache.maven","maven-plugin-api","https://github.com/apache/maven"
"pkg:maven/com.google.code.findbugs/jsr305","com.google.code.findbugs","jsr305","https://github.com/findbugsproject/findbugs"
"pkg:maven/org.springframework/spring-core","org.springframework","spring-core","https://github.com/spring-projects/spring-framework"
"pkg:maven/com.fasterxml.jackson.core/jackson-core","com.fasterxml.jackson.core","jackson-core",
"pkg:maven/commons-collections/commons-collections","commons-collections","commons-collections",
"pkg:maven/org.assertj/assertj-core","org.assertj","assertj-core","https://github.com/joel-costigliola/assertj-core"
"pkg:maven/org.hamcrest/hamcrest-all","org.hamcrest","hamcrest-all",
"pkg:maven/com.h2database/h2","com.h2database","h2",
"pkg:maven/org.hamcrest/hamcrest-library","org.hamcrest","hamcrest-library",
"pkg:maven/com.fasterxml.jackson.core/jackson-annotations","com.fasterxml.jackson.core","jackson-annotations",
"pkg:maven/org.springframework/spring-beans","org.springframework","spring-beans","https://github.com/spring-projects/spring-framework"
"pkg:maven/org.easymock/easymock","org.easymock","easymock",
"pkg:maven/org.springframework/spring-web","org.springframework","spring-web","https://github.com/spring-projects/spring-framework"
"pkg:maven/javax.inject/javax.inject","javax.inject","javax.inject",
"pkg:maven/org.hamcrest/hamcrest-core","org.hamcrest","hamcrest-core",
"pkg:maven/org.osgi/org.osgi.compendium","org.osgi","org.osgi.compendium",
"pkg:maven/org.projectlombok/lombok","org.projectlombok","lombok",
"pkg:maven/org.apache.logging.log4j/log4j-core","org.apache.logging.log4j","log4j-core",
"pkg:maven/org.codehaus.jackson/jackson-mapper-asl","org.codehaus.jackson","jackson-mapper-asl",
"pkg:maven/commons-beanutils/commons-beanutils","commons-beanutils","commons-beanutils",
"pkg:maven/com.google.inject/guice","com.google.inject","guice","https://github.com/google/guice"
"pkg:maven/org.codehaus.groovy/groovy-all","org.codehaus.groovy","groovy-all",
"pkg:maven/commons-cli/commons-cli","commons-cli","commons-cli",
"pkg:maven/org.codehaus.plexus/plexus-utils","org.codehaus.plexus","plexus-utils",
"pkg:maven/org.apache.maven.plugin-tools/maven-plugin-annotations","org.apache.maven.plugin-tools","maven-plugin-annotations","https://github.com/apache/maven-plugin-tools"
"pkg:maven/javax.validation/validation-api","javax.validation","validation-api",
"pkg:maven/mysql/mysql-connector-java","mysql","mysql-connector-java",
"pkg:maven/org.apache.maven/maven-project","org.apache.maven","maven-project","https://github.com/apache/maven"
"pkg:maven/org.springframework.boot/spring-boot-starter-test","org.springframework.boot","spring-boot-starter-test","https://github.com/spring-projects/spring-boot"
"pkg:maven/org.springframework/spring-webmvc","org.springframework","spring-webmvc","https://github.com/spring-projects/spring-framework"
"pkg:maven/org.apache.maven/maven-core","org.apache.maven","maven-core","https://github.com/apache/maven"
"pkg:maven/ch.qos.logback/logback-core","ch.qos.logback","logback-core","https://github.com/qos-ch/logback"
"pkg:maven/org.apache.httpcomponents/httpcore","org.apache.httpcomponents","httpcore",
"pkg:maven/org.scala-js/scalajs-library","org.scala-js","scalajs-library","https://github.com/scala-js/scala-js"
"pkg:maven/org.hibernate/hibernate-core","org.hibernate","hibernate-core",
"pkg:maven/commons-httpclient/commons-httpclient","commons-httpclient","commons-httpclient",
"pkg:maven/org.hibernate/hibernate-validator","org.hibernate","hibernate-validator",
"pkg:maven/org.scoverage/sbt-scoverage","org.scoverage","sbt-scoverage","https://github.com/scoverage/sbt-scoverage"
"pkg:maven/org.apache.logging.log4j/log4j-api","org.apache.logging.log4j","log4j-api",
"pkg:maven/org.scoverage/scalac-scoverage-plugin","org.scoverage","scalac-scoverage-plugin","https://github.com/scoverage/scalac-scoverage-plugin"
"pkg:maven/org.scalacheck/scalacheck","org.scalacheck","scalacheck","https://github.com/rickynils/scalacheck"
"pkg:maven/org.scala-lang/scala-reflect","org.scala-lang","scala-reflect","https://github.com/scala/scala"
"pkg:maven/org.json/json","org.json","json",
"pkg:maven/org.eclipse.jetty/jetty-server","org.eclipse.jetty","jetty-server",
"pkg:maven/javax.enterprise/cdi-api","javax.enterprise","cdi-api",
"pkg:maven/org.scala-js/scalajs-test-interface","org.scala-js","scalajs-test-interface","https://github.com/scala-js/scala-js"
"pkg:maven/org.springframework/spring-jdbc","org.springframework","spring-jdbc","https://github.com/spring-projects/spring-framework"
"pkg:maven/org.apache.logging.log4j/log4j-slf4j-impl","org.apache.logging.log4j","log4j-slf4j-impl",
"pkg:maven/org.hsqldb/hsqldb","org.hsqldb","hsqldb",
"pkg:maven/org.hibernate/hibernate-entitymanager","org.hibernate","hibernate-entitymanager",
"pkg:maven/org.clojure/clojurescript","org.clojure","clojurescript",
"pkg:maven/org.codehaus.jackson/jackson-core-asl","org.codehaus.jackson","jackson-core-asl",
"pkg:maven/org.slf4j/jcl-over-slf4j","org.slf4j","jcl-over-slf4j","https://github.com/qos-ch/slf4j"
"pkg:maven/org.springframework/spring-aop","org.springframework","spring-aop","https://github.com/spring-projects/spring-framework"
"pkg:maven/org.powermock/powermock-module-junit4","org.powermock","powermock-module-junit4",
"pkg:maven/org.springframework/spring-tx","org.springframework","spring-tx","https://github.com/spring-projects/spring-framework"
"pkg:maven/javax.mail/mail","javax.mail","mail",
"pkg:maven/org.springframework/spring-context-support","org.springframework","spring-context-support","https://github.com/spring-projects/spring-framework"
"pkg:maven/org.springframework.boot/spring-boot-starter-web","org.springframework.boot","spring-boot-starter-web","https://github.com/spring-projects/spring-boot"
"pkg:maven/com.google.gwt/gwt-user","com.google.gwt","gwt-user","https://github.com/gwtproject/gwt"
"pkg:maven/org.slf4j/jul-to-slf4j","org.slf4j","jul-to-slf4j","https://github.com/qos-ch/slf4j"
"pkg:maven/xerces/xercesImpl","xerces","xercesImpl",
"pkg:maven/org.spockframework/spock-core","org.spockframework","spock-core","https://github.com/spockframework/spock"
"pkg:maven/org.dom4j/dom4j","org.dom4j","dom4j",
"pkg:maven/org.reflections/reflections","org.reflections","reflections",
"pkg:maven/org.apache.ant/ant","org.apache.ant","ant",
"pkg:maven/org.javassist/javassist","org.javassist","javassist",
"pkg:maven/org.powermock/powermock-api-mockito","org.powermock","powermock-api-mockito",
"pkg:maven/cglib/cglib-nodep","cglib","cglib-nodep",
"pkg:maven/org.springframework/spring-orm","org.springframework","spring-orm","https://github.com/spring-projects/spring-framework"
"pkg:maven/com.thoughtworks.xstream/xstream","com.thoughtworks.xstream","xstream",
"pkg:maven/org.apache.httpcomponents/httpmime","org.apache.httpcomponents","httpmime",
"pkg:maven/postgresql/postgresql","postgresql","postgresql",
"pkg:maven/com.sun.jersey/jersey-server","com.sun.jersey","jersey-server",
"pkg:maven/org.slf4j/slf4j-jdk14","org.slf4j","slf4j-jdk14","https://github.com/qos-ch/slf4j"
"pkg:maven/com.google.protobuf/protobuf-java","com.google.protobuf","protobuf-java","https://github.com/google/protobuf"
"pkg:maven/org.eclipse.jetty/jetty-servlet","org.eclipse.jetty","jetty-servlet",
"pkg:maven/org.apache.lucene/lucene-core","org.apache.lucene","lucene-core",
"pkg:maven/org.mongodb/mongo-java-driver","org.mongodb","mongo-java-driver",
"pkg:maven/org.apache.hadoop/hadoop-common","org.apache.hadoop","hadoop-common",
"pkg:maven/commons-configuration/commons-configuration","commons-configuration","commons-configuration",
"pkg:maven/org.apache.maven.scm/maven-scm-provider-gitexe","org.apache.maven.scm","maven-scm-provider-gitexe","https://github.com/apache/maven-scm"
"pkg:maven/org.springframework.security/spring-security-core","org.springframework.security","spring-security-core","https://github.com/spring-projects/spring-security"
"pkg:maven/org.springframework.security/spring-security-web","org.springframework.security","spring-security-web","https://github.com/spring-projects/spring-security"
"pkg:maven/org.aspectj/aspectjweaver","org.aspectj","aspectjweaver","https://github.com/eclipse/org.aspectj"
"pkg:maven/org.springframework.security/spring-security-config","org.springframework.security","spring-security-config","https://github.com/spring-projects/spring-security"
"pkg:maven/javax.servlet.jsp/jsp-api","javax.servlet.jsp","jsp-api",
"pkg:maven/org.apache.zookeeper/zookeeper","org.apache.zookeeper","zookeeper","https://github.com/apache/zookeeper"
"pkg:maven/org.apache.velocity/velocity","org.apache.velocity","velocity",
"pkg:maven/cglib/cglib","cglib","cglib","https://github.com/cglib/cglib"
"pkg:maven/org.bukkit/bukkit","org.bukkit","bukkit",
"pkg:maven/org.aspectj/aspectjrt","org.aspectj","aspectjrt","https://github.com/eclipse/org.aspectj"
"pkg:maven/commons-fileupload/commons-fileupload","commons-fileupload","commons-fileupload",
"pkg:maven/commons-dbcp/commons-dbcp","commons-dbcp","commons-dbcp",
"pkg:maven/javax.servlet/jstl","javax.servlet","jstl",
"pkg:maven/org.elasticsearch/elasticsearch","org.elasticsearch","elasticsearch",
"pkg:maven/org.apache.hadoop/hadoop-core","org.apache.hadoop","hadoop-core","https://github.com/apache/hadoop"
"pkg:maven/com.google.android/android","com.google.android","android",
"pkg:maven/org.slf4j/slf4j-api","org.slf4j","slf4j-api","https://github.com/qos-ch/slf4j"
"pkg:maven/com.netflix.rxjava/rxjava-scala","com.netflix.rxjava","rxjava-scala","https://github.com/ReactiveX/RxJava"
"pkg:maven/com.netflix.rxjava/rxjava-math","com.netflix.rxjava","rxjava-math","https://github.com/ReactiveX/RxJava"
"pkg:maven/com.netflix.rxjava/rxjava-android","com.netflix.rxjava","rxjava-android","https://github.com/ReactiveX/RxJava"
"pkg:maven/com.netflix.rxjava/rxjava-string","com.netflix.rxjava","rxjava-string","https://github.com/ReactiveX/RxJava"
"pkg:maven/com.squareup.retrofit/adapter-rxjava","com.squareup.retrofit","adapter-rxjava","https://github.com/square/retrofit"
"pkg:maven/com.squareup.retrofit/converter-gson","com.squareup.retrofit","converter-gson","https://github.com/square/retrofit"
"pkg:maven/com.squareup.retrofit/samples","com.squareup.retrofit","samples","https://github.com/square/retrofit"
"pkg:maven/com.squareup.retrofit2/converter-jackson","com.squareup.retrofit2","converter-jackson","https://github.com/square/retrofit"
"pkg:maven/com.squareup.retrofit2/retrofit-adapters","com.squareup.retrofit2","retrofit-adapters","https://github.com/square/retrofit"
"pkg:maven/com.squareup.retrofit/sample-github-client","com.squareup.retrofit","sample-github-client","https://github.com/square/retrofit"
"pkg:maven/com.squareup.retrofit/retrofit-converters","com.squareup.retrofit","retrofit-converters","https://github.com/square/retrofit"
"pkg:maven/com.squareup.retrofit.samples/github-client","com.squareup.retrofit.samples","github-client","https://github.com/square/retrofit"
"pkg:maven/com.squareup.retrofit.samples/parent","com.squareup.retrofit.samples","parent","https://github.com/square/retrofit"
"pkg:maven/com.squareup.retrofit2/adapter-java8","com.squareup.retrofit2","adapter-java8","https://github.com/square/retrofit"
"pkg:maven/com.squareup.retrofit2/converter-moshi","com.squareup.retrofit2","converter-moshi","https://github.com/square/retrofit"
"pkg:maven/com.squareup.retrofit2/converter-protobuf","com.squareup.retrofit2","converter-protobuf","https://github.com/square/retrofit"
"pkg:maven/com.squareup.retrofit/parent","com.squareup.retrofit","parent","https://github.com/square/retrofit"
"pkg:maven/com.squareup.retrofit/retrofit-mock","com.squareup.retrofit","retrofit-mock","https://github.com/square/retrofit"
"pkg:maven/com.squareup.retrofit2/retrofit-mock","com.squareup.retrofit2","retrofit-mock","https://github.com/square/retrofit"
"pkg:maven/com.squareup.okhttp/okhttp-tests","com.squareup.okhttp","okhttp-tests","https://github.com/square/okhttp"
"pkg:maven/com.squareup.okhttp.sample/sample-parent","com.squareup.okhttp.sample","sample-parent","https://github.com/square/okhttp"
"pkg:maven/com.squareup.okhttp3/logging-interceptor","com.squareup.okhttp3","logging-interceptor","https://github.com/square/okhttp"
"pkg:maven/com.squareup.okhttp3/okhttp-urlconnection","com.squareup.okhttp3","okhttp-urlconnection","https://github.com/square/okhttp"
"pkg:maven/com.squareup.okhttp/okcurl","com.squareup.okhttp","okcurl","https://github.com/square/okhttp"
"pkg:maven/com.squareup.okhttp3/okcurl","com.squareup.okhttp3","okcurl","https://github.com/square/okhttp"
"pkg:maven/com.squareup.okhttp/okhttp-apache","com.squareup.okhttp","okhttp-apache","https://github.com/square/okhttp"
"pkg:maven/com.squareup.okhttp.sample/crawler","com.squareup.okhttp.sample","crawler","https://github.com/square/okhttp"
"pkg:maven/com.squareup.okhttp3/mockwebserver","com.squareup.okhttp3","mockwebserver","https://github.com/square/okhttp"
"pkg:maven/com.squareup.okhttp3/okhttp","com.squareup.okhttp3","okhttp","https://github.com/square/okhttp"
"pkg:maven/com.squareup.okhttp/okhttp-android-support","com.squareup.okhttp","okhttp-android-support","https://github.com/square/okhttp"
"pkg:maven/com.squareup.okhttp.sample/simple-client","com.squareup.okhttp.sample","simple-client","https://github.com/square/okhttp"
"pkg:maven/com.squareup.okhttp.sample/static-server","com.squareup.okhttp.sample","static-server","https://github.com/square/okhttp"
"pkg:maven/org.springframework.boot/spring-boot-starter-validation","org.springframework.boot","spring-boot-starter-validation","https://github.com/spring-projects/spring-boot"
"pkg:maven/org.springframework.boot/spring-boot-actuator-docs","org.springframework.boot","spring-boot-actuator-docs","https://github.com/spring-projects/spring-boot"
"pkg:maven/org.springframework.boot/spring-boot-starter-jooq","org.springframework.boot","spring-boot-starter-jooq","https://github.com/spring-projects/spring-boot"
"pkg:maven/org.springframework.boot/spring-boot-starter-cache","org.springframework.boot","spring-boot-starter-cache","https://github.com/spring-projects/spring-boot"
"pkg:maven/com.jakewharton/butterknife-parent","com.jakewharton","butterknife-parent","https://github.com/JakeWharton/butterknife"
"pkg:maven/org.springframework/spring-instrument","org.springframework","spring-instrument","https://github.com/spring-projects/spring-framework"
"pkg:maven/org.springframework/spring-instrument-tomcat","org.springframework","spring-instrument-tomcat","https://github.com/spring-projects/spring-framework"
"pkg:maven/com.airbnb.android/lottie","com.airbnb.android","lottie","https://github.com/airbnb/lottie-android"
"pkg:maven/com.squareup.leakcanary/leakcanary-android","com.squareup.leakcanary","leakcanary-android","https://github.com/square/leakcanary"
"pkg:maven/com.google.zxing/zxing-parent","com.google.zxing","zxing-parent","https://github.com/zxing/zxing"
"pkg:maven/com.google.zxing/android-core","com.google.zxing","android-core","https://github.com/zxing/zxing"
"pkg:maven/com.google.zxing/android-integration","com.google.zxing","android-integration","https://github.com/zxing/zxing"
"pkg:maven/com.google.zxing/zxingorg","com.google.zxing","zxingorg","https://github.com/zxing/zxing"
"pkg:maven/com.badlogicgames.gdx/gdx-backend-robovm","com.badlogicgames.gdx","gdx-backend-robovm","https://github.com/libgdx/libgdx"
"pkg:maven/com.badlogicgames.gdx/gdx-controllers-android","com.badlogicgames.gdx","gdx-controllers-android","https://github.com/libgdx/libgdx"
"pkg:maven/com.badlogicgames.gdx/gdx-jnigen","com.badlogicgames.gdx","gdx-jnigen","https://github.com/libgdx/libgdx"
"pkg:maven/com.badlogicgames.gdx/gdx-parent","com.badlogicgames.gdx","gdx-parent","https://github.com/libgdx/libgdx"
"pkg:maven/com.badlogicgames.gdx/gdx-controllers-gwt","com.badlogicgames.gdx","gdx-controllers-gwt","https://github.com/libgdx/libgdx"
"pkg:maven/com.badlogicgames.gdx/gdx-box2d-gwt","com.badlogicgames.gdx","gdx-box2d-gwt","https://github.com/libgdx/libgdx"
"pkg:maven/com.badlogicgames.gdx/gdx-backend-lwjgl3","com.badlogicgames.gdx","gdx-backend-lwjgl3","https://github.com/libgdx/libgdx"
"pkg:maven/com.badlogicgames.gdx/gdx-controllers-parent","com.badlogicgames.gdx","gdx-controllers-parent","https://github.com/libgdx/libgdx"
"pkg:maven/io.netty/netty-codec-memcache","io.netty","netty-codec-memcache","https://github.com/netty/netty"
"pkg:maven/io.netty/netty-transport-rxtx","io.netty","netty-transport-rxtx","https://github.com/netty/netty"
"pkg:maven/io.netty/netty-common","io.netty","netty-common","https://github.com/netty/netty"
"pkg:maven/io.netty/netty-transport","io.netty","netty-transport","https://github.com/netty/netty"
"pkg:maven/io.netty/netty-transport-native-epoll","io.netty","netty-transport-native-epoll","https://github.com/netty/netty"
"pkg:maven/io.netty/netty-example","io.netty","netty-example","https://github.com/netty/netty"
"pkg:maven/io.netty/netty-resolver-dns","io.netty","netty-resolver-dns","https://github.com/netty/netty"
"pkg:maven/org.jboss.netty/netty","org.jboss.netty","netty","https://github.com/netty/netty"
"pkg:maven/io.netty/netty-codec-haproxy","io.netty","netty-codec-haproxy","https://github.com/netty/netty"
"pkg:maven/io.netty/netty-codec-socks","io.netty","netty-codec-socks","https://github.com/netty/netty"
"pkg:maven/io.netty/netty-handler-proxy","io.netty","netty-handler-proxy","https://github.com/netty/netty"
"pkg:maven/io.netty/netty-testsuite","io.netty","netty-testsuite","https://github.com/netty/netty"
"pkg:maven/io.netty/netty-codec-dns","io.netty","netty-codec-dns","https://github.com/netty/netty"
"pkg:maven/io.netty/netty-transport-udt","io.netty","netty-transport-udt","https://github.com/netty/netty"
"pkg:maven/com.netflix.hystrix/hystrix-codahale-metrics-publisher","com.netflix.hystrix","hystrix-codahale-metrics-publisher","https://github.com/Netflix/Hystrix"
"pkg:maven/com.netflix.hystrix/hystrix-yammer-metrics-publisher","com.netflix.hystrix","hystrix-yammer-metrics-publisher","https://github.com/Netflix/Hystrix"
"pkg:maven/com.netflix.hystrix/hystrix-examples","com.netflix.hystrix","hystrix-examples","https://github.com/Netflix/Hystrix"
"pkg:maven/com.netflix.hystrix/hystrix-network-auditor-agent","com.netflix.hystrix","hystrix-network-auditor-agent","https://github.com/Netflix/Hystrix"
"pkg:maven/com.netflix.hystrix/hystrix-rx-netty-metrics-stream","com.netflix.hystrix","hystrix-rx-netty-metrics-stream","https://github.com/Netflix/Hystrix"
"pkg:maven/com.netflix.hystrix/hystrix-servo-metrics-publisher","com.netflix.hystrix","hystrix-servo-metrics-publisher","https://github.com/Netflix/Hystrix"
"pkg:maven/com.github.chrisbanes.photoview/library","com.github.chrisbanes.photoview","library","https://github.com/chrisbanes/PhotoView"
"pkg:maven/com.googlecode.androidannotations/androidannotations","com.googlecode.androidannotations","androidannotations","https://github.com/androidannotations/androidannotations"
"pkg:maven/org.androidannotations/androidannotations-parent","org.androidannotations","androidannotations-parent","https://github.com/androidannotations/androidannotations"
"pkg:maven/com.googlecode.androidannotations/androidannotations-api","com.googlecode.androidannotations","androidannotations-api","https://github.com/androidannotations/androidannotations"
"pkg:maven/org.jenkins-ci.main/test","org.jenkins-ci.main","test","https://github.com/jenkinsci/jenkins"
"pkg:maven/org.jenkins-ci.main/cli","org.jenkins-ci.main","cli","https://github.com/jenkinsci/jenkins"
"pkg:maven/org.jenkins-ci.main/pom","org.jenkins-ci.main","pom","https://github.com/jenkinsci/jenkins"
"pkg:maven/com.daimajia.swipelayout/library","com.daimajia.swipelayout","library","https://github.com/daimajia/AndroidSwipeLayout"
"pkg:maven/com.viewpagerindicator/parent","com.viewpagerindicator","parent","https://github.com/JakeWharton/ViewPagerIndicator"
"pkg:maven/org.seleniumhq.selenium/jetty-repacked","org.seleniumhq.selenium","jetty-repacked","https://github.com/SeleniumHQ/selenium"
"pkg:maven/de.greenrobot/greendao-generator","de.greenrobot","greendao-generator","https://github.com/greenrobot/greenDAO"
"pkg:maven/com.facebook.stetho/stetho-js-rhino","com.facebook.stetho","stetho-js-rhino","https://github.com/facebook/stetho"
"pkg:maven/com.facebook.stetho/stetho-timber","com.facebook.stetho","stetho-timber","https://github.com/facebook/stetho"
"pkg:maven/com.facebook.stetho/stetho-urlconnection","com.facebook.stetho","stetho-urlconnection","https://github.com/facebook/stetho"
"pkg:maven/com.facebook.stetho/stetho","com.facebook.stetho","stetho","https://github.com/facebook/stetho"
"pkg:maven/com.facebook.stetho/stetho-okhttp","com.facebook.stetho","stetho-okhttp","https://github.com/facebook/stetho"
"pkg:maven/com.github.ksoichiro/android-observablescrollview","com.github.ksoichiro","android-observablescrollview","https://github.com/ksoichiro/Android-ObservableScrollView"
"pkg:maven/org.deeplearning4j/deeplearning4j-ui","org.deeplearning4j","deeplearning4j-ui","https://github.com/deeplearning4j/deeplearning4j"
"pkg:maven/org.deeplearning4j/deeplearning4j-scaleout-api","org.deeplearning4j","deeplearning4j-scaleout-api","https://github.com/deeplearning4j/deeplearning4j"
"pkg:maven/org.deeplearning4j/deeplearning4j-nlp","org.deeplearning4j","deeplearning4j-nlp","https://github.com/deeplearning4j/deeplearning4j"
"pkg:maven/io.zipkin/zipkin-cassandra-core","io.zipkin","zipkin-cassandra-core","https://github.com/openzipkin/zipkin"
"pkg:maven/io.zipkin/zipkin-collector","io.zipkin","zipkin-collector","https://github.com/openzipkin/zipkin"
"pkg:maven/io.zipkin.java/zipkin-autoconfigure-ui","io.zipkin.java","zipkin-autoconfigure-ui","https://github.com/openzipkin/zipkin"
"pkg:maven/io.zipkin/zipkin-cassandra","io.zipkin","zipkin-cassandra","https://github.com/openzipkin/zipkin"
"pkg:maven/io.zipkin.java/zipkin-autoconfigure-metrics-prometheus","io.zipkin.java","zipkin-autoconfigure-metrics-prometheus","https://github.com/openzipkin/zipkin"
"pkg:maven/io.zipkin/zipkin-anormdb","io.zipkin","zipkin-anormdb","https://github.com/openzipkin/zipkin"
"pkg:maven/io.zipkin/zipkin-collector-service","io.zipkin","zipkin-collector-service","https://github.com/openzipkin/zipkin"
"pkg:maven/io.zipkin/zipkin-thrift","io.zipkin","zipkin-thrift","https://github.com/openzipkin/zipkin"
"pkg:maven/io.zipkin/zipkin-query-service","io.zipkin","zipkin-query-service","https://github.com/openzipkin/zipkin"
"pkg:maven/io.zipkin/zipkin-scrooge","io.zipkin","zipkin-scrooge","https://github.com/openzipkin/zipkin"
"pkg:maven/com.github.paolorotolo/expandableheightlistview","com.github.paolorotolo","expandableheightlistview","https://github.com/apl-devs/AppIntro"
"pkg:maven/com.sothree.slidinguppanel/library","com.sothree.slidinguppanel","library","https://github.com/umano/AndroidSlidingUpPanel"
"pkg:maven/com.facebook.presto/presto-benchmark","com.facebook.presto","presto-benchmark","https://github.com/prestodb/presto"
"pkg:maven/com.facebook.presto/presto-cli","com.facebook.presto","presto-cli","https://github.com/prestodb/presto"
"pkg:maven/com.facebook.presto/presto-client","com.facebook.presto","presto-client","https://github.com/prestodb/presto"
"pkg:maven/com.facebook.presto/presto-base-jdbc","com.facebook.presto","presto-base-jdbc","https://github.com/prestodb/presto"
"pkg:maven/com.facebook.presto/presto-hive","com.facebook.presto","presto-hive","https://github.com/prestodb/presto"
"pkg:maven/com.facebook.presto/presto-jdbc","com.facebook.presto","presto-jdbc","https://github.com/prestodb/presto"
"pkg:maven/com.facebook.presto/presto-parser","com.facebook.presto","presto-parser","https://github.com/prestodb/presto"
"pkg:maven/com.facebook.presto/presto-spi","com.facebook.presto","presto-spi","https://github.com/prestodb/presto"
"pkg:maven/com.facebook.presto/presto-tests","com.facebook.presto","presto-tests","https://github.com/prestodb/presto"
"pkg:maven/com.jakewharton.rxbinding/rxbinding-kotlin","com.jakewharton.rxbinding","rxbinding-kotlin","https://github.com/JakeWharton/RxBinding"
"pkg:maven/com.jakewharton.rxbinding/rxbinding-design","com.jakewharton.rxbinding","rxbinding-design","https://github.com/JakeWharton/RxBinding"
"pkg:maven/com.jakewharton.rxbinding/rxbinding-recyclerview-v7","com.jakewharton.rxbinding","rxbinding-recyclerview-v7","https://github.com/JakeWharton/RxBinding"
"pkg:maven/com.squareup.dagger/dagger-parent","com.squareup.dagger","dagger-parent","https://github.com/square/dagger"
"pkg:maven/com.squareup.dagger.example/dagger-example-parent","com.squareup.dagger.example","dagger-example-parent","https://github.com/square/dagger"
"pkg:maven/com.squareup.dagger.example/android-simple","com.squareup.dagger.example","android-simple","https://github.com/square/dagger"
"pkg:maven/com.yammer.dropwizard/dropwizard-views","com.yammer.dropwizard","dropwizard-views","https://github.com/dropwizard/dropwizard"
"pkg:maven/io.dropwizard/dropwizard-metrics-ganglia","io.dropwizard","dropwizard-metrics-ganglia","https://github.com/dropwizard/dropwizard"
"pkg:maven/io.dropwizard/dropwizard-parent","io.dropwizard","dropwizard-parent","https://github.com/dropwizard/dropwizard"
"pkg:maven/io.dropwizard/dropwizard-validation","io.dropwizard","dropwizard-validation","https://github.com/dropwizard/dropwizard"
"pkg:maven/io.dropwizard/dropwizard-bom","io.dropwizard","dropwizard-bom","https://github.com/dropwizard/dropwizard"
"pkg:maven/io.dropwizard/dropwizard-spdy","io.dropwizard","dropwizard-spdy","https://github.com/dropwizard/dropwizard"
"pkg:maven/com.yammer.dropwizard/dropwizard-migrations","com.yammer.dropwizard","dropwizard-migrations","https://github.com/dropwizard/dropwizard"
"pkg:maven/io.dropwizard/dropwizard-util","io.dropwizard","dropwizard-util","https://github.com/dropwizard/dropwizard"
"pkg:maven/io.dropwizard/dropwizard-views","io.dropwizard","dropwizard-views","https://github.com/dropwizard/dropwizard"
"pkg:maven/com.yammer.dropwizard/dropwizard-auth","com.yammer.dropwizard","dropwizard-auth","https://github.com/dropwizard/dropwizard"
"pkg:maven/com.google.inject.extensions/guice-jmx","com.google.inject.extensions","guice-jmx","https://github.com/google/guice"
"pkg:maven/com.google.inject.extensions/guice-spring","com.google.inject.extensions","guice-spring","https://github.com/google/guice"
"pkg:maven/io.druid/druid-server","io.druid","druid-server","https://github.com/druid-io/druid"
