"purl","group_id","artifact_id","git_url"
"pkg:maven/com.github.moduth/blockcanary-ui","com.github.moduth","blockcanary-ui","https://github.com/markzhai/AndroidPerformanceMonitor"
"pkg:maven/com.github.markzhai/blockcanary-analyzer","com.github.markzhai","blockcanary-analyzer","https://github.com/markzhai/AndroidPerformanceMonitor"
"pkg:maven/com.github.markzhai/blockcanary-android","com.github.markzhai","blockcanary-android","https://github.com/markzhai/AndroidPerformanceMonitor"
"pkg:maven/com.github.moduth/blockcanary-android","com.github.moduth","blockcanary-android","https://github.com/markzhai/AndroidPerformanceMonitor"
"pkg:maven/io.grpc/grpc-all","io.grpc","grpc-all","https://github.com/grpc/grpc-java"
"pkg:maven/com.pivotallabs/robolectric","com.pivotallabs","robolectric","https://github.com/robolectric/robolectric"
"pkg:maven/io.grpc/grpc-protobuf-nano","io.grpc","grpc-protobuf-nano","https://github.com/grpc/grpc-java"
"pkg:maven/io.grpc/grpc-interop-testing","io.grpc","grpc-interop-testing","https://github.com/grpc/grpc-java"
"pkg:maven/io.grpc/grpc-protobuf","io.grpc","grpc-protobuf","https://github.com/grpc/grpc-java"
"pkg:maven/org.robolectric/robolectric-processor","org.robolectric","robolectric-processor","https://github.com/robolectric/robolectric"
"pkg:maven/io.grpc/grpc-stub","io.grpc","grpc-stub","https://github.com/grpc/grpc-java"
"pkg:maven/org.robolectric/robolectric-resources","org.robolectric","robolectric-resources","https://github.com/robolectric/robolectric"
"pkg:maven/de.codecentric/spring-boot-admin","de.codecentric","spring-boot-admin","https://github.com/codecentric/spring-boot-admin"
"pkg:maven/de.codecentric/spring-boot-admin-starter-client","de.codecentric","spring-boot-admin-starter-client","https://github.com/codecentric/spring-boot-admin"
"pkg:maven/de.codecentric/spring-boot-admin-server-ui","de.codecentric","spring-boot-admin-server-ui","https://github.com/codecentric/spring-boot-admin"
"pkg:maven/de.codecentric/spring-boot-admin-sample","de.codecentric","spring-boot-admin-sample","https://github.com/codecentric/spring-boot-admin"
"pkg:maven/de.codecentric/spring-boot-admin-server","de.codecentric","spring-boot-admin-server","https://github.com/codecentric/spring-boot-admin"
"pkg:maven/org.jasig.cas/cas-server-extension-clearpass","org.jasig.cas","cas-server-extension-clearpass","https://github.com/apereo/cas"
"pkg:maven/org.jasig.cas/cas-server-integration-restlet","org.jasig.cas","cas-server-integration-restlet","https://github.com/apereo/cas"
"pkg:maven/org.jasig.cas/cas-server-support-oauth","org.jasig.cas","cas-server-support-oauth","https://github.com/apereo/cas"
"pkg:maven/org.jasig.cas/cas-server-integration-ehcache","org.jasig.cas","cas-server-integration-ehcache","https://github.com/apereo/cas"
"pkg:maven/org.jasig.cas/cas-server-integration-jboss","org.jasig.cas","cas-server-integration-jboss","https://github.com/apereo/cas"
"pkg:maven/org.jasig.cas/cas-server-support-jdbc","org.jasig.cas","cas-server-support-jdbc","https://github.com/apereo/cas"
"pkg:maven/org.jasig.cas/cas-server-support-ldap","org.jasig.cas","cas-server-support-ldap","https://github.com/apereo/cas"
"pkg:maven/org.jasig.cas/cas-server-support-spnego","org.jasig.cas","cas-server-support-spnego","https://github.com/apereo/cas"
"pkg:maven/org.jasig.cas/cas-server-support-x509","org.jasig.cas","cas-server-support-x509","https://github.com/apereo/cas"
"pkg:maven/com.github.ben-manes.caffeine/caffeine","com.github.ben-manes.caffeine","caffeine","https://github.com/ben-manes/caffeine"
"pkg:maven/com.yalantis/pulltorefresh","com.yalantis","pulltorefresh","https://github.com/Yalantis/Phoenix"
"pkg:maven/com.yalantis/phoenix","com.yalantis","phoenix","https://github.com/Yalantis/Phoenix"
"pkg:maven/net.java.dev.jna/platform","net.java.dev.jna","platform","https://github.com/java-native-access/jna"
"pkg:maven/com.github.haifengl/smile-core","com.github.haifengl","smile-core","https://github.com/haifengl/smile"
"pkg:maven/com.github.haifengl/smile-math","com.github.haifengl","smile-math","https://github.com/haifengl/smile"
"pkg:maven/com.github.haifengl/smile-data","com.github.haifengl","smile-data","https://github.com/haifengl/smile"
"pkg:maven/com.github.haifengl/smile-plot","com.github.haifengl","smile-plot","https://github.com/haifengl/smile"
"pkg:maven/com.dangdang/sharding-jdbc-config-yaml","com.dangdang","sharding-jdbc-config-yaml","https://github.com/shardingjdbc/sharding-jdbc"
"pkg:maven/com.dangdang/sharding-jdbc-transaction","com.dangdang","sharding-jdbc-transaction","https://github.com/shardingjdbc/sharding-jdbc"
"pkg:maven/com.dangdang/sharding-jdbc-config-spring","com.dangdang","sharding-jdbc-config-spring","https://github.com/shardingjdbc/sharding-jdbc"
"pkg:maven/com.tunnelvisionlabs/antlr4-runtime","com.tunnelvisionlabs","antlr4-runtime","https://github.com/antlr/antlr4"
"pkg:maven/org.antlr/antlr4-maven-plugin","org.antlr","antlr4-maven-plugin","https://github.com/antlr/antlr4"
"pkg:maven/com.tunnelvisionlabs/antlr4","com.tunnelvisionlabs","antlr4","https://github.com/antlr/antlr4"
"pkg:maven/org.jsonschema2pojo/jsonschema2pojo-ant","org.jsonschema2pojo","jsonschema2pojo-ant","https://github.com/joelittlejohn/jsonschema2pojo"
"pkg:maven/org.jsonschema2pojo/jsonschema2pojo-cli","org.jsonschema2pojo","jsonschema2pojo-cli","https://github.com/joelittlejohn/jsonschema2pojo"
"pkg:maven/org.jsonschema2pojo/jsonschema2pojo-core","org.jsonschema2pojo","jsonschema2pojo-core","https://github.com/joelittlejohn/jsonschema2pojo"
"pkg:maven/com.mikepenz/iconics-core","com.mikepenz","iconics-core","https://github.com/mikepenz/Android-Iconics"
"pkg:maven/com.mikepenz.iconics/library","com.mikepenz.iconics","library","https://github.com/mikepenz/Android-Iconics"
"pkg:maven/com.mikepenz.iconics/meteocons-typeface","com.mikepenz.iconics","meteocons-typeface","https://github.com/mikepenz/Android-Iconics"
"pkg:maven/com.baidu.disconf/disconf-client","com.baidu.disconf","disconf-client","https://github.com/knightliao/disconf"
"pkg:maven/org.nanohttpd/nanohttpd","org.nanohttpd","nanohttpd","https://github.com/NanoHttpd/nanohttpd"
"pkg:maven/org.nanohttpd/nanohttpd-nanolets","org.nanohttpd","nanohttpd-nanolets","https://github.com/NanoHttpd/nanohttpd"
"pkg:maven/cn.bingoogolapple/bga-refreshlayout","cn.bingoogolapple","bga-refreshlayout","https://github.com/bingoogolapple/BGARefreshLayout-Android"
"pkg:maven/com.google.android.apps.muzei/muzei-api","com.google.android.apps.muzei","muzei-api","https://github.com/romannurik/muzei"
"pkg:maven/org.nanohttpd/nanohttpd-webserver","org.nanohttpd","nanohttpd-webserver","https://github.com/NanoHttpd/nanohttpd"
"pkg:maven/com.google.errorprone/error_prone_annotation","com.google.errorprone","error_prone_annotation","https://github.com/google/error-prone"
"pkg:maven/com.google.errorprone/error_prone_annotations","com.google.errorprone","error_prone_annotations","https://github.com/google/error-prone"
"pkg:maven/com.google.errorprone/error_prone_ant","com.google.errorprone","error_prone_ant","https://github.com/google/error-prone"
"pkg:maven/com.parse.bolts/bolts-tasks","com.parse.bolts","bolts-tasks","https://github.com/BoltsFramework/Bolts-Android"
"pkg:maven/com.joanzapata.android/android-iconify","com.joanzapata.android","android-iconify","https://github.com/JoanZapata/android-iconify"
"pkg:maven/com.joanzapata.iconify/android-iconify-ionicons","com.joanzapata.iconify","android-iconify-ionicons","https://github.com/JoanZapata/android-iconify"
"pkg:maven/com.joanzapata.iconify/android-iconify-material-community","com.joanzapata.iconify","android-iconify-material-community","https://github.com/JoanZapata/android-iconify"
"pkg:maven/com.mcxiaoke.gradle/packer-helper","com.mcxiaoke.gradle","packer-helper","https://github.com/mcxiaoke/packer-ng-plugin"
"pkg:maven/com.joanzapata.iconify/android-iconify-weathericons","com.joanzapata.iconify","android-iconify-weathericons","https://github.com/JoanZapata/android-iconify"
"pkg:maven/net.orfjackal.retrolambda/retrolambda-maven-plugin","net.orfjackal.retrolambda","retrolambda-maven-plugin","https://github.com/orfjackal/retrolambda"
"pkg:maven/com.orientechnologies/orientdb-distributed","com.orientechnologies","orientdb-distributed","https://github.com/orientechnologies/orientdb"
"pkg:maven/com.orientechnologies/orientdb-etl","com.orientechnologies","orientdb-etl","https://github.com/orientechnologies/orientdb"
"pkg:maven/com.orientechnologies/orientdb-parent","com.orientechnologies","orientdb-parent","https://github.com/orientechnologies/orientdb"
"pkg:maven/com.orientechnologies/orientdb-community","com.orientechnologies","orientdb-community","https://github.com/orientechnologies/orientdb"
"pkg:maven/com.orientechnologies/orientdb-tools","com.orientechnologies","orientdb-tools","https://github.com/orientechnologies/orientdb"
"pkg:maven/com.bladejava/blade-embed-jetty","com.bladejava","blade-embed-jetty","https://github.com/lets-blade/blade"
"pkg:maven/com.orientechnologies/orient-commons","com.orientechnologies","orient-commons","https://github.com/orientechnologies/orientdb"
"pkg:maven/com.orientechnologies/orientdb-object","com.orientechnologies","orientdb-object","https://github.com/orientechnologies/orientdb"
"pkg:maven/com.orientechnologies/orientdb-test-commons","com.orientechnologies","orientdb-test-commons","https://github.com/orientechnologies/orientdb"
"pkg:maven/com.alibaba.jstorm/jstorm-all","com.alibaba.jstorm","jstorm-all","https://github.com/alibaba/jstorm"
"pkg:maven/com.bladejava/blade-core","com.bladejava","blade-core","https://github.com/lets-blade/blade"
"pkg:maven/com.orientechnologies/orientdb-enterprise","com.orientechnologies","orientdb-enterprise","https://github.com/orientechnologies/orientdb"
"pkg:maven/org.tachyonproject/tachyon-underfs-local","org.tachyonproject","tachyon-underfs-local","https://github.com/Alluxio/alluxio"
"pkg:maven/org.tachyonproject/tachyon","org.tachyonproject","tachyon","https://github.com/Alluxio/alluxio"
"pkg:maven/org.tachyonproject/tachyon-common","org.tachyonproject","tachyon-common","https://github.com/Alluxio/alluxio"
"pkg:maven/org.tachyonproject/tachyon-underfs-s3","org.tachyonproject","tachyon-underfs-s3","https://github.com/Alluxio/alluxio"
"pkg:maven/org.tachyonproject/tachyon-shell","org.tachyonproject","tachyon-shell","https://github.com/Alluxio/alluxio"
"pkg:maven/org.apache.flink/flink-core","org.apache.flink","flink-core","https://github.com/apache/flink"
"pkg:maven/org.apache.flink/flink-ml","org.apache.flink","flink-ml","https://github.com/apache/flink"
"pkg:maven/org.apache.flink/flink-quickstart-java","org.apache.flink","flink-quickstart-java","https://github.com/apache/flink"
"pkg:maven/org.apache.flink/flink-test-utils","org.apache.flink","flink-test-utils","https://github.com/apache/flink"
"pkg:maven/org.apache.flink/flink-scala","org.apache.flink","flink-scala","https://github.com/apache/flink"
"pkg:maven/org.apache.flink/flink-jdbc","org.apache.flink","flink-jdbc","https://github.com/apache/flink"
"pkg:maven/org.apache.flink/flink-streaming-core","org.apache.flink","flink-streaming-core","https://github.com/apache/flink"
"pkg:maven/org.apache.flink/flink-streaming-connectors","org.apache.flink","flink-streaming-connectors","https://github.com/apache/flink"
"pkg:maven/me.grantland/autofittextview","me.grantland","autofittextview","https://github.com/grantland/android-autofittextview"
"pkg:maven/com.yalantis/contextmenu","com.yalantis","contextmenu","https://github.com/Yalantis/Context-Menu.Android"
"pkg:maven/org.parceler/parceler-project","org.parceler","parceler-project","https://github.com/johncarl81/parceler"
"pkg:maven/org.parceler/parceler","org.parceler","parceler","https://github.com/johncarl81/parceler"
"pkg:maven/im.actor/actor-botkit","im.actor","actor-botkit","https://github.com/actorapp/actor-platform"
"pkg:maven/org.activiti/activiti-bpmn-converter","org.activiti","activiti-bpmn-converter","https://github.com/Activiti/Activiti"
"pkg:maven/org.activiti/activiti-common-rest","org.activiti","activiti-common-rest","https://github.com/Activiti/Activiti"
"pkg:maven/org.activiti/activiti-diagram-rest","org.activiti","activiti-diagram-rest","https://github.com/Activiti/Activiti"
"pkg:maven/org.activiti/activiti-image-generator","org.activiti","activiti-image-generator","https://github.com/Activiti/Activiti"
"pkg:maven/org.activiti/activiti-modeler","org.activiti","activiti-modeler","https://github.com/Activiti/Activiti"
"pkg:maven/org.activiti/activiti-spring-boot-starter-security","org.activiti","activiti-spring-boot-starter-security","https://github.com/Activiti/Activiti"
"pkg:maven/org.activiti/activiti-json-converter","org.activiti","activiti-json-converter","https://github.com/Activiti/Activiti"
"pkg:maven/org.activiti/activiti-osgi","org.activiti","activiti-osgi","https://github.com/Activiti/Activiti"
"pkg:maven/org.activiti/activiti-rest","org.activiti","activiti-rest","https://github.com/Activiti/Activiti"
"pkg:maven/org.activiti/activiti-spring","org.activiti","activiti-spring","https://github.com/Activiti/Activiti"
"pkg:maven/org.activiti/activiti-bpmn-layout","org.activiti","activiti-bpmn-layout","https://github.com/Activiti/Activiti"
"pkg:maven/org.activiti/activiti-mule","org.activiti","activiti-mule","https://github.com/Activiti/Activiti"
"pkg:maven/org.activiti/activiti-spring-boot-starter-rest-api","org.activiti","activiti-spring-boot-starter-rest-api","https://github.com/Activiti/Activiti"
"pkg:maven/org.activiti/activiti-crystalball","org.activiti","activiti-crystalball","https://github.com/Activiti/Activiti"
"pkg:maven/org.activiti/activiti-spring-boot-starter-actuator","org.activiti","activiti-spring-boot-starter-actuator","https://github.com/Activiti/Activiti"
"pkg:maven/org.activiti/activiti-camel","org.activiti","activiti-camel","https://github.com/Activiti/Activiti"
"pkg:maven/org.activiti/activiti-process-validation","org.activiti","activiti-process-validation","https://github.com/Activiti/Activiti"
"pkg:maven/org.activiti/activiti-bpmn-model","org.activiti","activiti-bpmn-model","https://github.com/Activiti/Activiti"
"pkg:maven/org.activiti/activiti-cxf","org.activiti","activiti-cxf","https://github.com/Activiti/Activiti"
"pkg:maven/org.atmosphere/atmosphere-runtime-native","org.atmosphere","atmosphere-runtime-native","https://github.com/Atmosphere/atmosphere"
"pkg:maven/org.atmosphere/atmosphere-gwt-server","org.atmosphere","atmosphere-gwt-server","https://github.com/Atmosphere/atmosphere"
"pkg:maven/com.vaadin.external.atmosphere/atmosphere-gwt-server","com.vaadin.external.atmosphere","atmosphere-gwt-server","https://github.com/Atmosphere/atmosphere"
"pkg:maven/org.atmosphere/atmosphere-compat-tomcat","org.atmosphere","atmosphere-compat-tomcat","https://github.com/Atmosphere/atmosphere"
"pkg:maven/com.vaadin.external.atmosphere/atmosphere-runtime","com.vaadin.external.atmosphere","atmosphere-runtime","https://github.com/Atmosphere/atmosphere"
"pkg:maven/com.bluelinelabs/logansquare","com.bluelinelabs","logansquare","https://github.com/bluelinelabs/LoganSquare"
"pkg:maven/com.octo.android.robospice/robospice-cache","com.octo.android.robospice","robospice-cache","https://github.com/stephanenicolas/robospice"
"pkg:maven/de.keyboardsurfer.android.widget/crouton","de.keyboardsurfer.android.widget","crouton","https://github.com/keyboardsurfer/Crouton"
"pkg:maven/com.octo.android.robospice/robospice-google-http-client","com.octo.android.robospice","robospice-google-http-client","https://github.com/stephanenicolas/robospice"
"pkg:maven/com.octo.android.robospice/robospice-okhttp","com.octo.android.robospice","robospice-okhttp","https://github.com/stephanenicolas/robospice"
"pkg:maven/com.octo.android.robospice/robospice-retrofit","com.octo.android.robospice","robospice-retrofit","https://github.com/stephanenicolas/robospice"
"pkg:maven/com.octo.android.robospice/robospice-ui-spicelist","com.octo.android.robospice","robospice-ui-spicelist","https://github.com/stephanenicolas/robospice"
"pkg:maven/com.octo.android.robospice/robospice-spring-android","com.octo.android.robospice","robospice-spring-android","https://github.com/stephanenicolas/robospice"
"pkg:maven/com.octo.android.robospice/robospice-ormlite","com.octo.android.robospice","robospice-ormlite","https://github.com/stephanenicolas/robospice"
"pkg:maven/com.octo.android.robospice/robospice","com.octo.android.robospice","robospice","https://github.com/stephanenicolas/robospice"
"pkg:maven/org.hibernate/hibernate-c3p0","org.hibernate","hibernate-c3p0","https://github.com/hibernate/hibernate-orm"
"pkg:maven/org.hibernate/hibernate-envers","org.hibernate","hibernate-envers","https://github.com/hibernate/hibernate-orm"
"pkg:maven/org.hibernate/hibernate-proxool","org.hibernate","hibernate-proxool","https://github.com/hibernate/hibernate-orm"
"pkg:maven/org.hibernate/hibernate-testing","org.hibernate","hibernate-testing","https://github.com/hibernate/hibernate-orm"
"pkg:maven/org.hibernate/hibernate-infinispan","org.hibernate","hibernate-infinispan","https://github.com/hibernate/hibernate-orm"
"pkg:maven/org.hibernate/hibernate-hikaricp","org.hibernate","hibernate-hikaricp","https://github.com/hibernate/hibernate-orm"
"pkg:maven/com.karumi/dexter","com.karumi","dexter","https://github.com/Karumi/Dexter"
"pkg:maven/co.paralleluniverse/quasar-actors","co.paralleluniverse","quasar-actors","https://github.com/puniverse/quasar"
"pkg:maven/co.paralleluniverse/quasar-reactive-streams","co.paralleluniverse","quasar-reactive-streams","https://github.com/puniverse/quasar"
"pkg:maven/co.paralleluniverse/quasar-galaxy","co.paralleluniverse","quasar-galaxy","https://github.com/puniverse/quasar"
"pkg:maven/com.github.manuelpeinado.fadingactionbar/fadingactionbar","com.github.manuelpeinado.fadingactionbar","fadingactionbar","https://github.com/ManuelPeinado/FadingActionBar"
"pkg:maven/ai.h2o/h2o-genmodel","ai.h2o","h2o-genmodel","https://github.com/h2oai/h2o-3"
"pkg:maven/ai.h2o/h2o-algos","ai.h2o","h2o-algos","https://github.com/h2oai/h2o-3"
"pkg:maven/ai.h2o/h2o-core","ai.h2o","h2o-core","https://github.com/h2oai/h2o-3"
"pkg:maven/com.github.lzyzsd/circleprogress","com.github.lzyzsd","circleprogress","https://github.com/lzyzsd/CircleProgress"
"pkg:maven/com.daimajia.androidviewhover/library","com.daimajia.androidviewhover","library","https://github.com/daimajia/AndroidViewHover"
"pkg:maven/io.jsonwebtoken/jjwt","io.jsonwebtoken","jjwt","https://github.com/jwtk/jjwt"
"pkg:maven/com.jayway.restassured/json-schema-validator","com.jayway.restassured","json-schema-validator","https://github.com/rest-assured/rest-assured"
"pkg:maven/com.jayway.restassured/rest-assured-common","com.jayway.restassured","rest-assured-common","https://github.com/rest-assured/rest-assured"
"pkg:maven/com.jayway.restassured/spring-mock-mvc","com.jayway.restassured","spring-mock-mvc","https://github.com/rest-assured/rest-assured"
"pkg:maven/com.jayway.restassured/json-path","com.jayway.restassured","json-path","https://github.com/rest-assured/rest-assured"
"pkg:maven/com.jayway.restassured/xml-path","com.jayway.restassured","xml-path","https://github.com/rest-assured/rest-assured"
"pkg:maven/com.alibaba.otter/node.deployer","com.alibaba.otter","node.deployer","https://github.com/alibaba/otter"
"pkg:maven/com.github.alamkanak/android-week-view","com.github.alamkanak","android-week-view","https://github.com/alamkanak/Android-Week-View"
"pkg:maven/com.alibaba.otter/shared.common","com.alibaba.otter","shared.common","https://github.com/alibaba/otter"
"pkg:maven/com.googlecode.flyway/flyway-core","com.googlecode.flyway","flyway-core","https://github.com/flyway/flyway"
"pkg:maven/org.flywaydb/flyway-gradle-plugin","org.flywaydb","flyway-gradle-plugin","https://github.com/flyway/flyway"
"pkg:maven/org.flywaydb/flyway-maven-plugin","org.flywaydb","flyway-maven-plugin","https://github.com/flyway/flyway"
"pkg:maven/com.github.nkzawa/socket.io-client","com.github.nkzawa","socket.io-client","https://github.com/socketio/socket.io-client-java"
"pkg:maven/io.socket/socket.io-client","io.socket","socket.io-client","https://github.com/socketio/socket.io-client-java"
"pkg:maven/com.mobsandgeeks/android-saripaar","com.mobsandgeeks","android-saripaar","https://github.com/ragunathjawahar/android-saripaar"
"pkg:maven/com.github.arimorty/floatingsearchview","com.github.arimorty","floatingsearchview","https://github.com/arimorty/floatingsearchview"
"pkg:maven/com.github.dmytrodanylyk.android-process-button/library","com.github.dmytrodanylyk.android-process-button","library","https://github.com/dmytrodanylyk/android-process-button"
"pkg:maven/com.doomonafireball.betterpickers/library","com.doomonafireball.betterpickers","library","https://github.com/code-troopers/android-betterpickers"
"pkg:maven/com.pushtorefresh.storio/common","com.pushtorefresh.storio","common","https://github.com/pushtorefresh/storio"
"pkg:maven/com.pushtorefresh.storio/content-resolver-annotations-processor","com.pushtorefresh.storio","content-resolver-annotations-processor","https://github.com/pushtorefresh/storio"
"pkg:maven/com.netflix.feign/feign-sax","com.netflix.feign","feign-sax","https://github.com/OpenFeign/feign"
"pkg:maven/com.netflix.feign/feign-slf4j","com.netflix.feign","feign-slf4j","https://github.com/OpenFeign/feign"
"pkg:maven/com.pushtorefresh.storio/sqlite","com.pushtorefresh.storio","sqlite","https://github.com/pushtorefresh/storio"
"pkg:maven/com.pushtorefresh.storio/sqlite-annotations","com.pushtorefresh.storio","sqlite-annotations","https://github.com/pushtorefresh/storio"
"pkg:maven/com.netflix.feign/feign-jackson","com.netflix.feign","feign-jackson","https://github.com/OpenFeign/feign"
"pkg:maven/com.pushtorefresh.storio/content-resolver-annotations","com.pushtorefresh.storio","content-resolver-annotations","https://github.com/pushtorefresh/storio"
"pkg:maven/com.malinskiy/superrecyclerview","com.malinskiy","superrecyclerview","https://github.com/Malinskiy/SuperRecyclerView"
"pkg:maven/com.squareup.flow/flow","com.squareup.flow","flow","https://github.com/square/flow"
"pkg:maven/com.github.satyan/sugar","com.github.satyan","sugar","https://github.com/chennaione/sugar"
"pkg:maven/com.corundumstudio.socketio/netty-socketio","com.corundumstudio.socketio","netty-socketio","https://github.com/mrniko/netty-socketio"
"pkg:maven/com.github.kevinsawicki/http-request","com.github.kevinsawicki","http-request","https://github.com/kevinsawicki/http-request"
"pkg:maven/org.codehaus.groovy/groovy-binary","org.codehaus.groovy","groovy-binary","https://github.com/apache/groovy"
"pkg:maven/org.codehaus.groovy/groovy-docgenerator","org.codehaus.groovy","groovy-docgenerator","https://github.com/apache/groovy"
"pkg:maven/org.codehaus.groovy/groovy-nio","org.codehaus.groovy","groovy-nio","https://github.com/apache/groovy"
"pkg:maven/org.codehaus.groovy/groovy-sql","org.codehaus.groovy","groovy-sql","https://github.com/apache/groovy"
"pkg:maven/org.codehaus.groovy/groovy-groovysh","org.codehaus.groovy","groovy-groovysh","https://github.com/apache/groovy"
"pkg:maven/org.codehaus.groovy/groovy-test","org.codehaus.groovy","groovy-test","https://github.com/apache/groovy"
"pkg:maven/org.codehaus.groovy/groovy-backports-compat23","org.codehaus.groovy","groovy-backports-compat23","https://github.com/apache/groovy"
"pkg:maven/org.codehaus.groovy/groovy-groovydoc","org.codehaus.groovy","groovy-groovydoc","https://github.com/apache/groovy"
"pkg:maven/org.codehaus.groovy/groovy-jmx","org.codehaus.groovy","groovy-jmx","https://github.com/apache/groovy"
"pkg:maven/org.codehaus.groovy/groovy-swing","org.codehaus.groovy","groovy-swing","https://github.com/apache/groovy"
"pkg:maven/org.codehaus.groovy/groovy-testng","org.codehaus.groovy","groovy-testng","https://github.com/apache/groovy"
"pkg:maven/com.hazelcast/hazelcast-spring","com.hazelcast","hazelcast-spring","https://github.com/hazelcast/hazelcast"
"pkg:maven/com.hazelcast/hazelcast-cloud","com.hazelcast","hazelcast-cloud","https://github.com/hazelcast/hazelcast"
"pkg:maven/org.codehaus.sonar/sonar-deprecated","org.codehaus.sonar","sonar-deprecated","https://github.com/SonarSource/sonarqube"
"pkg:maven/org.codehaus.sonar/sonar-maven-plugin","org.codehaus.sonar","sonar-maven-plugin","https://github.com/SonarSource/sonarqube"
"pkg:maven/org.codehaus.sonar/sonar-core","org.codehaus.sonar","sonar-core","https://github.com/SonarSource/sonarqube"
"pkg:maven/org.codehaus.sonar/sonar-java-api","org.codehaus.sonar","sonar-java-api","https://github.com/SonarSource/sonarqube"
"pkg:maven/org.codehaus.sonar/sonar-ws-client","org.codehaus.sonar","sonar-ws-client","https://github.com/SonarSource/sonarqube"
"pkg:maven/org.codehaus.sonar.plugins/sonar-core-plugin","org.codehaus.sonar.plugins","sonar-core-plugin","https://github.com/SonarSource/sonarqube"
"pkg:maven/org.codehaus.sonar/sonar-gwt-api","org.codehaus.sonar","sonar-gwt-api","https://github.com/SonarSource/sonarqube"
"pkg:maven/org.sonarsource.sonarqube/sonar-testing-harness","org.sonarsource.sonarqube","sonar-testing-harness","https://github.com/SonarSource/sonarqube"
"pkg:maven/org.codehaus.sonar/sonar-batch","org.codehaus.sonar","sonar-batch","https://github.com/SonarSource/sonarqube"
"pkg:maven/org.codehaus.sonar.plugins/sonar-l10n-en-plugin","org.codehaus.sonar.plugins","sonar-l10n-en-plugin","https://github.com/SonarSource/sonarqube"
"pkg:maven/org.sonarsource.sonarqube/sonar-core","org.sonarsource.sonarqube","sonar-core","https://github.com/SonarSource/sonarqube"
"pkg:maven/com.balysv.materialmenu/material-menu-toolbar","com.balysv.materialmenu","material-menu-toolbar","https://github.com/balysv/material-menu"
"pkg:maven/com.balysv.materialmenu/material-menu","com.balysv.materialmenu","material-menu","https://github.com/balysv/material-menu"
"pkg:maven/com.jayway.android.robotium/robotium-solo","com.jayway.android.robotium","robotium-solo","https://github.com/RobotiumTech/robotium"
"pkg:maven/org.grails/grails-async","org.grails","grails-async","https://github.com/grails/grails-core"
"pkg:maven/org.grails/grails-core","org.grails","grails-core","https://github.com/grails/grails-core"
"pkg:maven/org.grails/grails-dependencies","org.grails","grails-dependencies","https://github.com/grails/grails-core"
"pkg:maven/org.grails/grails-plugin-converters","org.grails","grails-plugin-converters","https://github.com/grails/grails-core"
"pkg:maven/org.grails/grails-plugin-databinding","org.grails","grails-plugin-databinding","https://github.com/grails/grails-core"
"pkg:maven/org.grails/grails-plugin-datasource","org.grails","grails-plugin-datasource","https://github.com/grails/grails-core"
"pkg:maven/org.grails/grails-plugin-filters","org.grails","grails-plugin-filters","https://github.com/grails/grails-core"
"pkg:maven/org.grails/grails-plugin-url-mappings","org.grails","grails-plugin-url-mappings","https://github.com/grails/grails-core"
"pkg:maven/org.grails/grails-validation","org.grails","grails-validation","https://github.com/grails/grails-core"
"pkg:maven/org.grails/grails-plugin-gsp","org.grails","grails-plugin-gsp","https://github.com/grails/grails-core"
"pkg:maven/org.grails/grails-resources","org.grails","grails-resources","https://github.com/grails/grails-core"
"pkg:maven/org.grails/grails-scripts","org.grails","grails-scripts","https://github.com/grails/grails-core"
"pkg:maven/org.grails/grails-plugin-controllers","org.grails","grails-plugin-controllers","https://github.com/grails/grails-core"
"pkg:maven/org.grails/grails-test","org.grails","grails-test","https://github.com/grails/grails-core"
"pkg:maven/org.grails/grails-logging","org.grails","grails-logging","https://github.com/grails/grails-core"
"pkg:maven/org.grails/grails-plugin-domain-class","org.grails","grails-plugin-domain-class","https://github.com/grails/grails-core"
"pkg:maven/org.grails/grails-spring","org.grails","grails-spring","https://github.com/grails/grails-core"
"pkg:maven/org.grails/grails-web-jsp","org.grails","grails-web-jsp","https://github.com/grails/grails-core"
"pkg:maven/org.grails/grails-plugin-mimetypes","org.grails","grails-plugin-mimetypes","https://github.com/grails/grails-core"
"pkg:maven/org.grails/grails-plugin-testing","org.grails","grails-plugin-testing","https://github.com/grails/grails-core"
"pkg:maven/org.grails/grails-web-common","org.grails","grails-web-common","https://github.com/grails/grails-core"
"pkg:maven/org.grails/grails","org.grails","grails","https://github.com/grails/grails-core"
"pkg:maven/org.bytedeco/javacpp","org.bytedeco","javacpp","https://github.com/bytedeco/javacpp"
"pkg:maven/org.jodd/jodd-lagarto","org.jodd","jodd-lagarto","https://github.com/oblac/jodd"
"pkg:maven/org.jodd/jodd-petite","org.jodd","jodd-petite","https://github.com/oblac/jodd"
"pkg:maven/org.jodd/jodd-props","org.jodd","jodd-props","https://github.com/oblac/jodd"
"pkg:maven/org.jodd/jodd-upload","org.jodd","jodd-upload","https://github.com/oblac/jodd"
"pkg:maven/org.jodd/jodd-jtx","org.jodd","jodd-jtx","https://github.com/oblac/jodd"
"pkg:maven/org.jodd/jodd-db","org.jodd","jodd-db","https://github.com/oblac/jodd"
"pkg:maven/org.jodd/jodd-proxetta","org.jodd","jodd-proxetta","https://github.com/oblac/jodd"
"pkg:maven/org.jodd/jodd-http","org.jodd","jodd-http","https://github.com/oblac/jodd"
"pkg:maven/org.jodd/jodd-log","org.jodd","jodd-log","https://github.com/oblac/jodd"
